Abeillia abeillei_Smaragdkehlkolibri
Crypturellus erythropus_Rotfußtinamu
Crypturellus noctivagus_Gelbfußtinamu
Crypturellus obsoletus_Kastanientinamu
Crypturellus parvirostris_Kleinschnabeltinamu
Crypturellus soui_Brauntinamu
Crypturellus strigulosus_Rotkehltinamu
Crypturellus tataupa_Tataupatinamu
Crypturellus transfasciatus_Brauentinamu
Crypturellus undulatus_Wellentinamu
Crypturellus variegatus_Rotbrusttinamu
Cuculus canorus_Kuckuck
Cuculus clamosus_Schwarzkuckuck
Cuculus gularis_Afrikakuckuck
Cuculus lepidus_Sundakuckuck
Cuculus micropterus_Kurzflügelkuckuck
Cuculus optatus_Hopfkuckuck
Cuculus poliocephalus_Gackelkuckuck
Cuculus rochii_Madagaskarkuckuck
Cuculus saturatus_Himalajakuckuck
Cuculus solitarius_Einsiedlerkuckuck
Culicicapa ceylonensis_Graukopfschnäpper
Culicicapa helianthea_Grünkopfschnäpper
Culicivora caudacuta_Spitzschwanz-Grastyrann
Curaeus curaeus_Strichelkopfstärling
Cutia nipalensis_Himalajacutia
Cyanerpes caeruleus_Kobaltnaschvogel
Cyanerpes cyaneus_Türkisnaschvogel
Cyanicterus cyanicterus_Ziertangare
Cyanistes caeruleus_Blaumeise
Cyanistes cyanus_Lasurmeise
Cyanistes teneriffae_Kanarenmeise
Cyanocitta cristata_Blauhäher
Cyanocitta stelleri_Diademhäher
Cyanocompsa parellina_Lasurkardinal
Cyanocorax affinis_Schwarzbrust-Blaurabe
Cyanocorax beecheii_Indigoblaurabe
Cyanocorax caeruleus_Azurblaurabe
Cyanocorax cayanus_Cayenneblaurabe
Cyanocorax chrysops_Kappenblaurabe
Cyanocorax cristatellus_Krauskopf-Blaurabe
Cyanocorax cyanomelas_Purpurblaurabe
Cyanocorax cyanopogon_Weißnacken-Blaurabe
Cyanocorax dickeyi_Schopfblaurabe
Cyanocorax heilprini_Azurnacken-Blaurabe
Cyanocorax luxuosus_Grünblaurabe
Cyanocorax melanocyaneus_Hartlaubblaurabe
Cyanocorax mystacalis_Weißschwanz-Blaurabe
Cyanocorax sanblasianus_Acapulcoblaurabe
Cyanocorax violaceus_Hyazinthblaurabe
Cyanocorax yncas_Inkablaurabe
Cyanocorax yucatanicus_Yucatánblaurabe
Cyanoderma ambiguum_Haringtonbuschtimalie
Cyanoderma chrysaeum_Goldbuschtimalie
Cyanoderma erythropterum_Rotflügel-Buschtimalie
Cyanoderma melanothorax_Schwarzstrich-Buschtimalie
Cyanoderma pyrrhops_Schwarzkinn-Buschtimalie
Cyanoderma ruficeps_Rotkopf-Buschtimalie
Cyanoderma rufifrons_Rotstirn-Buschtimalie
Cyanoliseus patagonus_Felsensittich
Cyanoloxia brissonii_Ultramarinkardinal
Cyanoloxia cyanoides_Stahlkardinal
Cyanoloxia glaucocaerulea_Türkiskardinal
Cyanoloxia rothschildii_Azurstirnkardinal
Cyanolyca argentigula_Silberkehlhäher
Cyanolyca armillata_Schwarzbandhäher
Cyanolyca cucullata_Blaukappenhäher
Cyanolyca nanus_Zwerghäher
Cyanolyca pulchra_Schmuckhäher
Cyanolyca pumilo_Schwarzkehlhäher
Cyanolyca turcosa_Türkishäher
Cyanolyca viridicyanus_Weißbandhäher
Cyanomitra olivacea_Olivnektarvogel
Cyanomitra veroxii_Graunektarvogel
Cyanomitra verticalis_Grünkopf-Nektarvogel
Cyanopica cooki_Blauelster
Cyanopica cyanus_Azurelster
Cyanoptila cumatilis_Türkisblauschnäpper
Cyanoptila cyanomelana_Taigablauschnäpper
Cyanoramphus novaezelandiae_Ziegensittich
Cyclarhis gujanensis_Rostbrauenvireo
Cyclarhis nigrirostris_Schwarzschnabelvireo
Cygnus atratus_Schwarzschwan
Cygnus buccinator_Trompeterschwan
Cygnus columbianus_Zwergschwan
Cygnus cygnus_Singschwan
Cygnus melancoryphus_Schwarzhalsschwan
Cygnus olor_Höckerschwan
Cymbilaimus lineatus_Zebraameisenwürger
Cymbilaimus sanctaemariae_Bambusameisenwürger
Cymbirhynchus macrorhynchos_Karminbreitrachen
Cynanthus latirostris_Breitschnabelkolibri
Cyornis banyumas_Bergblauschnäpper
Cyornis caerulatus_Sundablauschnäpper
Cyornis concretus_Weißschwanz-Blauschnäpper
Cyornis glaucicomans_Chinablauschnäpper
Cyornis hainanus_Hainanblauschnäpper
Cyornis hoevelli_Celebesblauschnäpper
Cyornis olivaceus_Olivrücken-Dschungelschnäpper
Cyornis omissus_Sulawesiblauschnäpper
Cyornis pallidipes_Keralablauschnäpper
Cyornis poliogenys_Graublauschnäpper
Cyornis rubeculoides_Blaukehl-Blauschnäpper
Cyornis rufigastra_Mangroveblauschnäpper
Cyornis sanfordi_Sanford-Blauschnäpper
Cyornis superbus_Prachtblauschnäpper
Cyornis tickelliae_Tickellblauschnäpper
Cyornis turcosus_Malaienblauschnäpper
Cyornis umbratilis_Graubrust-Dschungelschnäpper
Cyornis unicolor_Einfarb-Blauschnäpper
Cyphorhinus arada_Orpheuszaunkönig
Cyphorhinus phaeocephalus_Brillenzaunkönig
Cyphorhinus thoracicus_Kastanienbrust-Zaunkönig
Cypsiurus balasiensis_Bengalensegler
Cypsiurus parvus_Palmensegler
Cypsnagra hirundinacea_Weißbürzeltangare
Cyrtonyx montezumae_Montezumawachtel
Cyrtonyx ocellatus_Tränenwachtel
Dacelo gaudichaud_Rotbauchliest
Dacelo leachii_Blauflügelliest
Dacelo novaeguineae_Jägerliest
Dacnis cayana_Blaukopfpitpit
Dacnis flaviventer_Gelbbauchpitpit
Dacnis hartlaubi_Türkispitpit
Dacnis lineata_Maskenpitpit
Dacnis venusta_Rotschenkelpitpit
Dactylortyx thoracicus_Singwachtel
Daphoenositta chrysoptera_Spiegelkleiber
Daptrius ater_Gelbkehlkarakara
Dasylophus cumingi_Schuppenhalskuckuck
Dasyornis brachypterus_Olivscheitel-Borstenvogel
Dasyornis broadbenti_Rotkopf-Borstenvogel
Dasyornis longirostris_Tüpfelborstenvogel
Deconychura longicauda_Langschwanz-Baumsteiger
Delichon dasypus_Kaschmirschwalbe
Delichon urbicum_Mehlschwalbe
Deltarhynchus flammulatus_Breitschnabel-Schopftyrann
Dendragapus fuliginosus_Küstengebirgshuhn
Dendragapus obscurus_Douglasiengebirgshuhn
Dendrexetastes rufigula_Perlhals-Baumsteiger
Dendrocincla anabatina_Hellschwingen-Baumsteiger
Dendrocincla fuliginosa_Grauwangen-Baumsteiger
Dendrocincla homochroa_Rostkappen-Baumsteiger
Dendrocincla merula_Weißkinn-Baumsteiger
Dendrocincla turdina_Einfarb-Baumsteiger
Dendrocincla tyrannina_Tyrannenbaumsteiger
Dendrocitta cinerascens_Borneobaumelster
Dendrocitta formosae_Graubrust-Baumelster
Dendrocitta leucogastra_Weißbauch-Baumelster
Dendrocitta vagabunda_Wanderbaumelster
Dendrocolaptes certhia_Amazonien-Bindenbaumsteiger
Dendrocolaptes picumnus_Dunkelschnabel-Baumsteiger
Dendrocolaptes platyrostris_Planaltobaumsteiger
Dendrocolaptes sanctithomae_Mexiko-Bindenbaumsteiger
Dendrocopos analis_Sprenkelbrustspecht
Dendrocopos darjellensis_Darjeelingspecht
Dendrocopos himalayensis_Himalajaspecht
Dendrocopos hyperythrus_Rostbauchspecht
Dendrocopos leucopterus_Weißflügelspecht
Dendrocopos leucotos_Weißrückenspecht
Dendrocopos macei_Isabellbrustspecht
Dendrocopos major_Buntspecht
Dendrocopos noguchii_Okinawaspecht
Dendrocopos syriacus_Blutspecht
Dendrocoptes auriceps_Braunstirnspecht
Dendrocoptes medius_Mittelspecht
Dendrocygna arcuata_Wanderpfeifgans
Dendrocygna autumnalis_Rotschnabel-Pfeifgans
Dendrocygna bicolor_Gelbbrust-Pfeifgans
Dendrocygna eytoni_Gelbfuß-Pfeifgans
Dendrocygna javanica_Javapfeifgans
Dendrocygna viduata_Witwenpfeifgans
Dendronanthus indicus_Baumstelze
Dendroperdix sephaena_Schopffrankolin
Dendroplex picus_Spechtschnabel-Baumsteiger
Dendrortyx barbatus_Bartwachtel
Dendrortyx leucophrys_Guatemalawachtel
Dendrortyx macroura_Langschwanzwachtel
Deroptyus accipitrinus_Fächerpapagei
Dicaeum aeneum_Salomonenmistelfresser
Dicaeum agile_Dickschnabel-Mistelfresser
Dicaeum australe_Rostbauch-Mistelfresser
Dicaeum chrysorrheum_Gelbsteiß-Mistelfresser
Dicaeum concolor_Nilgirimistelfresser
Dicaeum cruentatum_Scharlachmistelfresser
Dicaeum erythrorhynchos_Blassschnabel-Mistelfresser
Dicaeum hirundinaceum_Rotsteiß-Mistelfresser
Dicaeum ignipectus_Feuerbrust-Mistelfresser
Dicaeum maugei_Blauwangen-Mistelfresser
Dicaeum minullum_Einfarb-Mistelfresser
Dicaeum pygmaeum_Zwergmistelfresser
Dicaeum sanguinolentum_Purpurmistelfresser
Dicaeum trigonostigma_Orangebauch-Mistelfresser
Dicaeum tristrami_Makiramistelfresser
Dicaeum trochileum_Feuerkopf-Mistelfresser
Dichrozona cincta_Bürzelbinden-Ameisenfänger
Dicrurus adsimilis_Trauerdrongo
Dicrurus aeneus_Bronzedrongo
Dicrurus andamanensis_Andamanendrongo
Dicrurus atripennis_Glanzdrongo
Dicrurus balicassius_Philippinendrongo
Dicrurus bracteatus_Glanzfleckdrongo
Dicrurus caerulescens_Graubrustdrongo
Dicrurus divaricatus_Glanzmanteldrongo
Dicrurus forficatus_Madagaskardrongo
Dicrurus hottentottus_Haarbuschdrongo
Dicrurus leucophaeus_Graudrongo
Dicrurus ludwigii_Geradschwanzdrongo
Dicrurus macrocercus_Königsdrongo
Dicrurus montanus_Bergdrongo
Dicrurus paradiseus_Flaggendrongo
Dicrurus remifer_Spateldrongo
Diglossa albilatera_Schieferhakenschnabel
Diglossa baritula_Zimtbauch-Hakenschnabel
Diglossa brunneiventris_Schwarzkehl-Hakenschnabel
Diglossa caerulescens_Silberhakenschnabel
Diglossa cyanea_Maskenhakenschnabel
Diglossa glauca_Ultramarin-Hakenschnabel
Diglossa gloriosissima_Maronenbauch-Hakenschnabel
Diglossa humeralis_Schwarzhakenschnabel
Diglossa indigotica_Indigohakenschnabel
Diglossa lafresnayii_Stahlhakenschnabel
Diglossa mystacalis_Barthakenschnabel
Diglossa plumbea_Einfarb-Hakenschnabel
Diglossa sittoides_Rostbauch-Hakenschnabel
Dinemellia dinemelli_Starweber
Dinopium benghalense_Bengalenspecht
Dinopium javanense_Feuerrückenspecht
Dinopium rafflesii_Olive-backed Woodpecker
Diopsittaca nobilis_Zwergara
Diuca diuca_Diucaammertangare
Dives dives_Trauerstärling
Dives warczewiczi_Buschstärling
Dixiphia pipra_White-crowned Manakin
Dolichonyx oryzivorus_Reisstärling
Donacobius atricapilla_Rohrspötter
Donacospiza albifrons_Riedammertangare
Doryfera johannae_Blaustirn-Lanzettschnabel
Drepanis coccinea_Iiwikleidervogel
Drepanornis bruijnii_Weißschnabel-Paradieshopf
Dreptes thomensis_Riesennektarvogel
Dromas ardeola_Reiherläufer
Dromococcyx pavoninus_Pfauenkuckuck
Dromococcyx phasianellus_Fasanenkuckuck
Drymodes beccarii_Papuadrosselschnäpper
Drymodes brunneopygia_Eukalyptusdrosselschnäpper
Drymophila devillei_Weißbauch-Ameisenfänger
Drymophila ferruginea_Rostbauch-Ameisenfänger
Drymophila genei_Rostschwanz-Ameisenfänger
Drymophila hellmayri_Santa-Marta-Ameisenfänger
Drymophila klagesi_Küstenkordilleren-Ameisenfänger
Drymophila malura_Olivrücken-Ameisenfänger
Drymophila ochropyga_Ockerbürzel-Ameisenfänger
Drymophila rubricollis_Zimtbauch-Ameisenfänger
Drymophila squamata_Bindenschwanz-Ameisenfänger
Drymophila striaticeps_Strichelkopf-Ameisenfänger
Drymornis bridgesii_Degenschnabel-Baumsteiger
Dryobates affinis_Red-stained Woodpecker
Dryobates albolarvatus_White-headed Woodpecker
Dryobates arizonae_Arizona Woodpecker
Dryobates borealis_Red-cockaded Woodpecker
Dryobates callonotus_Scarlet-backed Woodpecker
Dryobates cassini_Golden-collared Woodpecker
Dryobates cathpharius_Scharlachbrustspecht
Dryobates dignus_Yellow-vented Woodpecker
Dryobates frontalis_Dot-fronted Woodpecker
Dryobates fumigatus_Smoky-brown Woodpecker
Dryobates kirkii_Red-rumped Woodpecker
Dryobates lignarius_Striped Woodpecker
Dryobates minor_Kleinspecht
Dryobates mixtus_Checkered Woodpecker
Dryobates nigriceps_Bar-bellied Woodpecker
Dryobates nuttallii_Nuttallspecht
Dryobates passerinus_Little Woodpecker
Dryobates pubescens_Dunenspecht
Dryobates scalaris_Texasspecht
Dryobates spilogaster_White-spotted Woodpecker
Dryobates villosus_Hairy Woodpecker
Dryocopus hodgei_Andamanenspecht
Dryocopus javensis_Weißbauchspecht
Dryocopus lineatus_Linienspecht
Dryocopus martius_Schwarzspecht
Dryocopus pileatus_Helmspecht
Dryolimnas cuvieri_Cuvierralle
Dryoscopus cubla_Schwarzmantel-Schneeballwürger
Dryoscopus gambensis_Gambia-Schneeballwürger
Dubusia castaneoventris_Orangebauch-Bergtangare
Dubusia taeniata_Silberbrauen-Bergtangare
Ducula aenea_Bronzefruchttaube
Ducula badia_Fahlbauch-Fruchttaube
Ducula basilica_Zimtbauch-Fruchttaube
Ducula concinna_Blauschwanz-Fruchttaube
Ducula lacernulata_Schwarzrücken-Fruchttaube
Ducula latrans_Braunschwanz-Fruchttaube
Ducula pacifica_Tongafruchttaube
Ducula perspicillata_Brillenfruchttaube
Ducula pickeringii_Pickeringfruchttaube
Ducula pinon_Pinonfruchttaube
Ducula pistrinaria_Nelkenfruchttaube
Ducula rubricera_Rothöcker-Fruchttaube
Ducula zoeae_Halsband-Fruchttaube
Dulus dominicus_Palmenschwätzer
Dumetella carolinensis_Katzenspottdrossel
Dumetia hyperythra_Rotbauch-Tyrannentimalie
Dysithamnus leucostictus_Schwarzbrust-Ameisenvogel
Dysithamnus mentalis_Olivgrau-Ameisenvogel
Dysithamnus occidentalis_Anthrazitameisenvogel
Dysithamnus plumbeus_Schattenameisenvogel
Dysithamnus puncticeps_Tüpfelkronen-Ameisenvogel
Dysithamnus stictothorax_Fleckenbrust-Ameisenvogel
Dysithamnus striaticeps_Streifenkopf-Ameisenvogel
Dysithamnus xanthopterus_Rostrücken-Ameisenvogel
Eclectus roratus_Edelpapagei
Edolisoma montanum_Bergraupenfänger
Edolisoma salomonis_Makiraraupenfänger
Edolisoma tenuirostre_Dünnschnabel-Raupenfänger
Egretta caerulea_Blaureiher
Egretta garzetta_Seidenreiher
Egretta gularis_Küstenreiher
Egretta novaehollandiae_Weißwangenreiher
Egretta rufescens_Rötelreiher
Egretta thula_Schmuckreiher
Egretta tricolor_Dreifarbenreiher
Elachura formosa_Fleckenbrust-Kurzschwanz
Elaenia albiceps_Weißkronen-Olivtyrann
Elaenia brachyptera_Braunrücken-Olivtyrann
Elaenia chilensis_Weißbauch-Olivtyrann
Elaenia chiriquensis_Grauwangen-Olivtyrann
Elaenia cristata_Braunscheitel-Olivtyrann
Elaenia flavogaster_Gelbbauch-Olivtyrann
Elaenia frantzii_Nordanden-Olivtyrann
Elaenia gigas_Schuppenolivtyrann
Elaenia martinica_Weißkinn-Olivtyrann
Elaenia mesoleuca_Schlichtolivtyrann
Elaenia obscura_Hochland-Olivtyrann
Elaenia pallatangae_Sierraolivtyrann
Elaenia parvirostris_Dreibinden-Olivtyrann
Elaenia ridleyana_Noronha-Olivtyrann
Elaenia ruficeps_Rostnacken-Olivtyrann
Elaenia sordida_Paranáolivtyrann
Elaenia spectabilis_Graubrust-Olivtyrann
Elaenia strepera_Schieferolivtyrann
Elanoides forficatus_Schwalbenweih
Elanus axillaris_Australienaar
Elanus caeruleus_Gleitaar
Elanus leucurus_Weißschwanzaar
Electron carinatum_Kielschnabelmotmot
Electron platyrhynchum_Plattschnabelmotmot
Eleoscytalopus indigoticus_Weißbrusttapaculo
Eleothreptus anomalus_Sichelschwingen-Nachtschwalbe
Elminia albiventris_Weißbauch-Haubenschnäpper
Elminia albonotata_Berghaubenschnäpper
Elminia longicauda_Blauhaubenschnäpper
Elseyornis melanops_Schwarzstirn-Regenpfeifer
Emberiza aureola_Weidenammer
Emberiza bruniceps_Braunkopfammer
Emberiza buchanani_Steinortolan
Emberiza cabanisi_Cabanisammer
Emberiza caesia_Grauortolan
Emberiza calandra_Grauammer
Emberiza capensis_Kapammer
Emberiza chrysophrys_Gelbbrauenammer
Emberiza cia_Zippammer
Emberiza cineracea_Türkenammer
Emberiza cioides_Wiesenammer
Emberiza cirlus_Zaunammer
Emberiza citrinella_Goldammer
Emberiza elegans_Gelbkehlammer
Emberiza flaviventris_Gelbbauchammer
Emberiza fucata_Bandammer
Emberiza godlewskii_Felsenammer
Emberiza goslingi_Graukehlammer
Emberiza hortulana_Ortolan
Emberiza impetuani_Lerchenammer
Emberiza lathami_Haubenammer
Emberiza leucocephalos_Fichtenammer
Emberiza melanocephala_Kappenammer
Emberiza pallasi_Pallasammer
Emberiza pusilla_Zwergammer
Emberiza rustica_Waldammer
Emberiza sahari_Hausammer
Emberiza schoeniclus_Rohrammer
Emberiza spodocephala_Maskenammer
Emberiza stewarti_Silberkopfammer
Emberiza striolata_Wüstenammer
Emberiza sulphurata_Schwefelammer
Emberiza tahapisi_Bergammer
Emberiza tristrami_Tristramammer
Emberiza variabilis_Bambusammer
Emberiza yessoensis_Mandschurenammer
Emberizoides herbicola_Keilschwanz-Grastangare
Emberizoides ypiranganus_Olivmantel-Grastangare
Embernagra longicauda_Langschwanz-Grastangare
Embernagra platensis_Pampagrastangare
Eminia lepida_Graukappensänger
Empidonax affinis_Kiefernschnäppertyrann
Empidonax albigularis_Fahlkehl-Schnäppertyrann
Empidonax alnorum_Erlenschnäppertyrann
Empidonax atriceps_Schwarzkappen-Schnäppertyrann
Empidonax difficilis_Feuchtwald-Schnäppertyrann
Empidonax flavescens_Sumpfschnäppertyrann
Empidonax flaviventris_Birkenschnäppertyrann
Empidonax fulvifrons_Orangebrust-Schnäppertyrann
Empidonax hammondii_Tannenschnäppertyrann
Empidonax minimus_Zwergschnäppertyrann
Empidonax oberholseri_Buschland-Schnäppertyrann
Empidonax occidentalis_Hochland-Schnäppertyrann
Empidonax traillii_Weidenschnäppertyrann
Empidonax virescens_Buchenschnäppertyrann
Empidonax wrightii_Trockenbusch-Schnäppertyrann
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Empidonomus varius_Schuppenrücken-Maskentyrann
Enicognathus ferrugineus_Smaragdsittich
Enicognathus leptorhynchus_Langschnabelsittich
Enicurus leschenaulti_Weißscheitel-Scherenschwanz
Enicurus maculatus_Fleckenscherenschwanz
Enicurus ruficapillus_Rotkopf-Scherenschwanz
Enicurus schistaceus_Graurücken-Scherenschwanz
Entomodestes coracinus_Schwarzklarino
Entomodestes leucotis_Weißohrklarino
Entomyzon cyanotis_Blauohr-Honigfresser
Eolophus roseicapilla_Rosakakadu
Eophona migratoria_Weißhand-Kernbeißer
Eophona personata_Maskenkernbeißer
Eopsaltria australis_Goldbauchschnäpper
Epimachus fastosus_Schwarzbauch-Paradieshopf
Epimachus meyeri_Braunbauch-Paradieshopf
Epinecrophylla amazonica_Amazonasameisenschlüpfer
Epinecrophylla erythrura_Rostschwanz-Ameisenschlüpfer
Epinecrophylla fulviventris_Tropfenkehl-Ameisenschlüpfer
Epinecrophylla gutturalis_Braunbauch-Ameisenschlüpfer
Epinecrophylla haematonota_Napoameisenschlüpfer
Epinecrophylla leucophthalma_Weißaugen-Ameisenschlüpfer
Epinecrophylla ornata_Schmuckameisenschlüpfer
Epinecrophylla spodionota_Andenameisenschlüpfer
Eremomela gregalis_Langschwanzeremomela
Eremomela icteropygialis_Gelbbaucheremomela
Eremomela pusilla_Graukappeneremomela
Eremophila alpestris_Ohrenlerche
Eremopterix griseus_Grauscheitellerche
Eremopterix hova_Madagaskarlerche
Eremopterix leucotis_Weißwangenlerche
Eremopterix nigriceps_Weißstirnlerche
Erithacus rubecula_Rotkehlchen
Erpornis zantholeuca_Haubenvireo
Erythropitta arquata_Azurbandpitta
Erythropitta erythrogaster_Philippinen-Blaubrustpitta
Erythropitta granatina_Granatpitta
Erythropitta macklotii_Papua-Blaubrustpitta
Erythropitta rufiventris_Nordmolukken-Blaubrustpitta
Erythropitta ussheri_Schwarzscheitelpitta
Esacus magnirostris_Rifftriel
Esacus recurvirostris_Krabbentriel
Estrilda astrild_Wellenastrild
Estrilda nonnula_Schwarzscheitelastrild
Estrilda troglodytes_Grauastrild
Eubucco bourcierii_Andenbartvogel
Eubucco richardsoni_Goldbrust-Bartvogel
Euchrepomis callinota_Rostbürzel-Ameisenfänger
Euchrepomis humeralis_Rotschulter-Ameisenfänger
Euchrepomis spodioptila_Rotrücken-Ameisenfänger
Eucometis penicillata_Graukopftangare
Eudocimus albus_Schneesichler
Eudromia elegans_Perltinamu
Eudynamys melanorhynchus_Schwarzschnabelkoel
Eudynamys orientalis_Pazifikkoel
Eudynamys scolopaceus_Asienkoel
Eudyptula minor_Zwergpinguin
Eugenes fulgens_Violettkron-Brillantkolibri
Eugenes spectabilis_Glitzerbrillantkolibri
Eugralla paradoxa_Rostflankentapaculo
Eumomota superciliosa_Brauenmotmot
Eumyias albicaudatus_Nilgirischnäpper
Eumyias indigo_Javaschnäpper
Eumyias panayensis_Azurschnäpper
Eumyias thalassinus_Lazulischnäpper
Euodice cantans_Afrikasilberschnabel
Euodice malabarica_Indiensilberschnabel
Eupetes macrocerus_Rallenflöter
Eupetomena macroura_Gabelschwanzkolibri
Euphagus carolinus_Roststärling
Euphagus cyanocephalus_Purpurstärling
Eupherusa eximia_Streifenschwanzkolibri
Euphonia affinis_Buschorganist
Euphonia anneae_Braunscheitelorganist
Euphonia cayennensis_Cayenneorganist
Euphonia chalybea_Bronzeorganist
Euphonia chlorotica_Purpurkehlorganist
Euphonia chrysopasta_Zügelorganist
Euphonia concinna_Samtstirnorganist
Euphonia cyanocephala_Goldbürzelorganist
Euphonia elegantissima_Blaukappenorganist
Euphonia finschi_Finschorganist
Euphonia fulvicrissa_Roststeißorganist
Euphonia gouldi_Olivrückenorganist
Euphonia hirundinacea_Schwalbenorganist
Euphonia imitans_Stirnfleckenorganist
Euphonia laniirostris_Dickschnabelorganist
Euphonia luteicapilla_Gelbscheitelorganist
Euphonia mesochrysa_Grünscheitelorganist
Euphonia minuta_Weißbauchorganist
Euphonia musica_Hispaniolaorganist
Euphonia pectoralis_Braunbauchorganist
Euphonia plumbea_Grauorganist
Euphonia rufiventris_Rotbauchorganist
Euphonia trinitatis_Trinidadorganist
Euphonia violacea_Veilchenorganist
Euphonia xanthogaster_Gelbbauchorganist
Euplectes afer_Tahaweber
Euplectes capensis_Samtweber
Euplectes franciscanus_Feuerweber
Euplectes hordeaceus_Flammenweber
Euplectes orix_Oryxweber
Euplectes progne_Hahnenschweifweber
Eupodotis afraoides_White-quilled Bustard
Eupodotis ruficrista_Red-crested Bustard
Eupodotis senegalensis_Senegaltrappe
Eupodotis vigorsii_Knarrtrappe
Eupsittula aurea_Goldstirnsittich
Eupsittula cactorum_Kaktussittich
Eupsittula canicularis_Elfenbeinsittich
Eupsittula nana_Jamaikasittich
Eupsittula pertinax_Braunwangensittich
Euptilotis neoxenus_Kieferntrogon
Eurillas curvirostris_Alexanderbülbül
Eurillas latirostris_Gelbbartbülbül
Eurillas virens_Grünbülbül
Eurocephalus ruppelli_Rüppellwürger
Eurostopodus mystacalis_Bartnachtschwalbe
Eurylaimus javanicus_Purpurbreitrachen
Eurylaimus ochromalus_Halsband-Breitrachen
Eurypyga helias_Sonnenralle
Eurystomus glaucurus_Zimtracke
Eurystomus orientalis_Türkisracke
Euscarthmus meloryphus_Graubrust-Zwergtyrann
Euscarthmus rufomarginatus_Weißkehl-Zwergtyrann
Eutoxeres aquila_Weißkehl-Sichelschnabel
Falcipennis canadensis_Tannenhuhn
Falco amurensis_Amurfalke
Falco columbarius_Merlin
Falco deiroleucus_Rotbrustfalke
Falco eleonorae_Eleonorenfalke
Falco femoralis_Aplomadofalke
Falco mexicanus_Präriefalke
Falco naumanni_Rötelfalke
Falco peregrinus_Wanderfalke
Falco rufigularis_Fledermausfalke
Falco sparverius_Buntfalke
Falco subbuteo_Baumfalke
Falco tinnunculus_Turmfalke
Falco vespertinus_Rotfußfalke
Falculea palliata_Sichelschnabelvanga
Falcunculus frontatus_Meisendickkopf
Ferminia cerverai_Kubazaunkönig
Ficedula albicilla_Taigaschnäpper
Ficedula albicollis_Halsbandschnäpper
Ficedula basilanica_Schieferschnäpper
Ficedula dumetoria_Spiegelschnäpper
Ficedula elisae_Grünrückenschnäpper
Ficedula erithacus_Schiefermantelschnäpper
Ficedula henrici_Fleckenschnäpper
Ficedula hyperythra_Rotbrustschnäpper
Ficedula hypoleuca_Trauerschnäpper
Ficedula mugimaki_Mugimakischnäpper
Ficedula narcissina_Narzissenschnäpper
Ficedula nigrorufa_Orangeschnäpper
Ficedula parva_Zwergschnäpper
Ficedula ruficauda_Rotschwanzschnäpper
Ficedula semitorquata_Halbringschnäpper
Ficedula speculigera_Atlasschnäpper
Ficedula strophiata_Zimtkehlschnäpper
Ficedula superciliaris_Weißbrauenschnäpper
Ficedula tricolor_Dreifarbenschnäpper
Ficedula westermanni_Elsterschnäpper
Ficedula zanthopygia_Goldschnäpper
Florisuga fusca_Schwarzkolibri
Florisuga mellivora_Weißnackenkolibri
Fluvicola albiventer_Schwarzrücken-Wassertyrann
Fluvicola nengeta_Graurücken-Wassertyrann
Fluvicola pica_Elsterwassertyrann
Formicarius analis_Graubrust-Ameisendrossel
Formicarius colma_Rostkappen-Ameisendrossel
Formicarius moniliger_Mexikoameisendrossel
Formicarius nigricapillus_Schwarzkopf-Ameisendrossel
Formicarius rufifrons_Roststirn-Ameisendrossel
Formicarius rufipectus_Rostbrust-Ameisendrossel
Formicivora erythronotos_Schwarzkopf-Ameisenfänger
Formicivora grantsaui_Sincorá-Ameisenfänger
Formicivora grisea_Braunrücken-Ameisenfänger
Formicivora iheringi_Schieferameisenfänger
Formicivora intermedia_Blassrücken-Ameisenfänger
Formicivora melanogaster_Dunkelrücken-Ameisenfänger
Formicivora rufa_Zimtrücken-Ameisenfänger
Formicivora serrana_Serraameisenfänger
Forpus coelestis_Himmelsperlingspapagei
Forpus conspicillatus_Brillensperlingspapagei
Forpus cyanopygius_Blaubürzel-Sperlingspapagei
Forpus modestus_Schwarzschnabel-Sperlingspapagei
Forpus passerinus_Grünbürzel-Sperlingspapagei
Forpus xanthopterygius_Blauflügel-Sperlingspapagei
Foudia madagascariensis_Madagaskarweber
Foudia rubra_Mauritiusweber
Foulehaio carunculatus_Ostfidschi-Honigfresser
Foulehaio procerior_Westfidschi-Honigfresser
Francolinus francolinus_Halsbandfrankolin
Francolinus gularis_Sumpffrankolin
Francolinus pictus_Tropfenfrankolin
Francolinus pintadeanus_Perlfrankolin
Francolinus pondicerianus_Wachtelfrankolin
Fraseria caerulescens_Ashy Flycatcher
Fraseria griseigularis_Gray-throated Tit-Flycatcher
Fraseria ocreata_Sperberwaldschnäpper
Fraseria plumbea_Gray Tit-Flycatcher
Fratercula arctica_Papageitaucher
Frederickena fulva_Wellenameisenwürger
Frederickena viridis_Schwarzkehl-Ameisenwürger
Fregata magnificens_Prachtfregattvogel
Fregata minor_Bindenfregattvogel
Fringilla coelebs_Buchfink
Fringilla montifringilla_Bergfink
Fringilla teydea_Teidefink
Fulica alai_Hawaiiblässhuhn
Fulica americana_Indianerblässhuhn
Fulica ardesiaca_Andenblässhuhn
Fulica armillata_Gelbschnabel-Blässhuhn
Fulica atra_Blässhuhn
Fulica cristata_Kammblässhuhn
